kernel;element_count;repeat;block_count;thread_count;time_ms;throughput;length
no-run-length3;100000;6;16;64;0.17856;24.2843;1936201
no-run-length3;100000;6;32;64;0.091616;47.3302;1936201
no-run-length3;100000;6;64;64;0.04864;89.1489;1936201
no-run-length3;100000;6;128;64;0.028896;150.062;1936201
no-run-length3;100000;6;256;64;0.01936;223.977;1936201
no-run-length3;100000;6;512;64;0.016384;264.661;1936201
no-run-length3;100000;6;8;128;0.178112;24.3454;1936201
no-run-length3;100000;6;16;128;0.091008;47.6464;1936201
no-run-length3;100000;6;32;128;0.049376;87.82;1936201
no-run-length3;100000;6;64;128;0.029024;149.401;1936201
no-run-length3;100000;6;128;128;0.019104;226.979;1936201
no-run-length3;100000;6;256;128;0.016352;265.179;1936201
no-run-length3;100000;6;512;128;0.014336;302.469;1936201
no-run-length3;100000;6;8;256;0.09664;44.8696;1936201
no-run-length3;100000;6;16;256;0.052704;82.2746;1936201
no-run-length3;100000;6;32;256;0.029248;148.256;1936201
no-run-length3;100000;6;64;256;0.02048;211.729;1936201
no-run-length3;100000;6;128;256;0.016576;261.595;1936201
no-run-length3;100000;6;256;256;0.015424;281.133;1936201
no-run-length3;100000;6;512;256;0.014336;302.469;1936201
no-run-length3;100000;6;8;512;0.0624;69.4904;1936201
no-run-length3;100000;6;16;512;0.036608;118.45;1936201
no-run-length3;100000;6;32;512;0.021792;198.981;1936201
no-run-length3;100000;6;64;512;0.016864;257.128;1936201
no-run-length3;100000;6;128;512;0.015776;274.861;1936201
no-run-length3;100000;6;256;512;0.014688;295.221;1936201
no-run-length3;100000;6;512;512;0.015104;287.09;1936201
no-run-length3;100000;6;8;1024;0.0512;84.6914;1936201
no-run-length3;100000;6;16;1024;0.045792;94.6934;1936201
no-run-length3;100000;6;32;1024;0.02112;205.313;1936201
no-run-length3;100000;6;64;1024;0.0152;285.276;1936201
no-run-length3;100000;6;128;1024;0.01904;227.742;1936201
no-run-length3;100000;6;256;1024;0.01792;241.975;1936201
no-run-length3;100000;6;512;1024;0.018688;232.031;1936201
no-run-length3;100000;7;8;16;1.85139;2.33648;1925731
no-run-length3;100000;7;16;16;0.781984;5.53174;1925731
