kernel;element_count;repeat;block_count;thread_count;time_ms;throughput;length
run-length;10000;10;64;32;0.075648;4.90257;130870
run-length;10000;10;128;32;0.047456;7.81503;130870
run-length;10000;10;256;32;0.033248;11.1547;130870
run-length;10000;10;512;32;0.02048;18.1089;130870
run-length;10000;10;8;64;0.268288;1.38236;130870
run-length;10000;10;16;64;0.141312;2.62448;130870
run-length;10000;10;32;64;0.074368;4.98696;130870
run-length;10000;10;64;64;0.047424;7.8203;130870
run-length;10000;10;128;64;0.033088;11.2086;130870
run-length;10000;10;256;64;0.020672;17.9407;130870
run-length;10000;10;512;64;0.020544;18.0525;130870
run-length;10000;10;8;128;0.14336;2.58698;130870
run-length;10000;10;16;128;0.075584;4.90673;130870
run-length;10000;10;32;128;0.047104;7.87343;130870
run-length;10000;10;64;128;0.034816;10.6523;130870
run-length;10000;10;128;128;0.019392;19.1249;130870
run-length;10000;10;256;128;0.020832;17.8029;130870
run-length;10000;10;512;128;0.020672;17.9407;130870
run-length;10000;10;8;256;0.080192;4.62478;130870
run-length;10000;10;16;256;0.050432;7.35386;130870
run-length;10000;10;32;256;0.034912;10.623;130870
run-length;10000;10;64;256;0.02208;16.7966;130870
run-length;10000;10;128;256;0.021536;17.2209;130870
run-length;10000;10;256;256;0.024096;15.3914;130870
run-length;10000;10;512;256;0.022656;16.3696;130870
run-length;10000;10;8;512;0.056544;6.55896;130870
run-length;10000;10;16;512;0.038912;9.53099;130870
run-length;10000;10;32;512;0.022528;16.4626;130870
run-length;10000;10;64;512;0.023584;15.7255;130870
run-length;10000;10;128;512;0.023616;15.7042;130870
run-length;10000;10;256;512;0.033568;11.0483;130870
run-length;10000;10;512;512;0.03072;12.0726;130870
run-length;10000;10;8;1024;0.0512;7.24355;130870
run-length;10000;10;16;1024;0.030016;12.3557;130870
run-length;10000;10;32;1024;0.029184;12.708;130870
run-length;10000;10;64;1024;0.028672;12.9349;130870
run-length;10000;10;128;1024;0.029312;12.6525;130870
run-length;10000;10;256;1024;0.029248;12.6802;130870
run-length;10000;10;512;1024;0.028736;12.9061;130870
run-length;10000;11;8;16;0.865184;0.422274;125345
run-length;10000;11;16;16;0.439104;0.832024;125345
run-length;10000;11;32;16;0.227616;1.60509;125345
run-length;10000;11;64;16;0.119648;3.0535;125345
run-length;10000;11;128;16;0.065792;5.55303;125345
run-length;10000;11;256;16;0.04096;8.91956;125345
run-length;10000;11;512;16;0.030368;12.0306;125345
run-length;10000;11;8;32;0.515392;0.708868;125345
run-length;10000;11;16;32;0.265568;1.37571;125345
run-length;10000;11;32;32;0.136352;2.67943;125345
run-length;10000;11;64;32;0.072768;5.02068;125345
run-length;10000;11;128;32;0.044512;8.20779;125345
run-length;10000;11;256;32;0.03296;11.0845;125345
run-length;10000;11;512;32;0.020192;18.0936;125345
run-length;10000;11;8;64;0.260864;1.40052;125345
run-length;10000;11;16;64;0.135648;2.69333;125345
run-length;10000;11;32;64;0.072032;5.07198;125345
run-length;10000;11;64;64;0.044992;8.12022;125345
run-length;10000;11;128;64;0.03392;10.7708;125345
run-length;10000;11;256;64;0.01936;18.8711;125345
run-length;10000;11;512;64;0.02048;17.8391;125345
run-length;10000;11;8;128;0.137216;2.66255;125345
run-length;10000;11;16;128;0.073632;4.96177;125345
run-length;10000;11;32;128;0.043552;8.38871;125345
run-length;10000;11;64;128;0.032768;11.1494;125345
run-length;10000;11;128;128;0.02048;17.8391;125345
run-length;10000;11;256;128;0.02048;17.8391;125345
run-length;10000;11;512;128;0.02208;16.5464;125345
run-length;10000;11;8;256;0.076672;4.76504;125345
run-length;10000;11;16;256;0.047168;7.74561;125345
run-length;10000;11;32;256;0.034816;10.4936;125345
run-length;10000;11;64;256;0.02048;17.8391;125345
run-length;10000;11;128;256;0.021536;16.9644;125345
run-length;10000;11;256;256;0.022528;16.2174;125345
run-length;10000;11;512;256;0.022528;16.2174;125345
run-length;10000;11;8;512;0.053248;6.8612;125345
run-length;10000;11;16;512;0.038848;9.40447;125345
run-length;10000;11;32;512;0.022304;16.3802;125345
run-length;10000;11;64;512;0.023168;15.7694;125345
run-length;10000;11;128;512;0.022528;16.2174;125345
